fixed acidity,volatile acidity,residual sugar,free sulfur dioxide,total sulfur dioxide,alcohol,quality
7.1,0.2,0.9,4,28,12,6
6.3,0.27,11.1,44,177,9.4,5
6.5,0.3,7.8,61,219,9.4,5
6.7,0.3,2.8,37,107,11.3,7
6.6,0.36,10.1,29,140,9.4,5
6.15,0.21,3.2,20,80,12,5
6.5,0.18,14.2,47,129,10.3,7
6.5,0.18,14.2,47,129,10.3,7
6.5,0.18,14.2,47,129,10.3,7
6.6,0.26,2.9,48,126,11.3,7
6.6,0.35,6,31,150,9.4,6
6.5,0.28,20.4,40,144,8.7,5
6.6,0.36,10.1,29,140,9.4,5
6.6,0.26,2.9,48,126,11.3,7
6.5,0.18,14.2,47,129,10.3,7
6.15,0.21,3.2,20,80,12,5
4.5,0.19,0.95,89,159,8,5
8,0.24,1.7,36,136,10.4,7
7.8,0.17,1.7,39,128,10.7,7
7,0.24,9,42,219,10.2,6
5.8,0.6,1.3,72,197,10.9,5
5.9,0.445,1.4,23,109,10.5,6
6.7,0.28,2.4,36,100,11.7,7
6.8,0.44,16,61,186,8.6,5
7.2,0.24,11.4,40,174,9,5
8.7,0.31,14.35,27,191,8.7,5
8.2,0.32,2.1,26,87,12.8,6
7.2,0.24,11.4,40,174,9,5
8.7,0.31,14.35,27,191,8.7,5
7.5,0.13,1.1,42,104,11.8,6
9.2,0.14,1.1,36,84,11.6,6
7.4,0.2,1.2,28,89,11.8,6
6.1,0.15,15.8,55,158,10.6,5
7.6,0.23,5.2,14,91,9.7,5
8.1,0.33,5.2,24,151,10.3,5
7.15,0.17,9.6,56,178,10.2,6
6.7,0.12,5.2,38,113,10.1,7
5.7,0.18,1.2,9,71,10.9,7
5.8,0.15,0.8,43,127,9.3,5
6.6,0.23,14.45,29,144,10.2,6
7.15,0.17,9.6,56,178,10.2,6
7,0.34,6.9,43,162,9.5,5
6.4,0.68,3.4,25,146,9.3,5
7.3,0.22,2.3,45,80,12.9,7
6.4,0.28,11,45,148,8.7,5
6.9,0.4,5.95,76,303,9.4,5
6.8,0.19,5.1,71,204,10.1,5
7.1,0.23,5.4,60,196,10,4
6.45,0.14,1.2,51,129,11.1,7
6.5,0.15,12.6,65,158,10.3,7
7.1,0.15,1,27,73,12.2,6
6.7,0.33,6.6,35,156,9.3,6
7.2,0.3,1.5,46,178,11.3,6
7,0.23,1,46,110,10.8,6
8,0.13,1.1,15,86,11.2,8
6.2,0.21,6.6,36,91,12.5,7
8.3,0.4,8.2,15,122,9.3,5
5.9,0.34,2,38,142,12.9,7
6.6,0.12,1.4,21,131,11.2,7
9.6,0.655,2,21,120,12.6,6
6.8,0.26,7.5,45,179,9.3,5
5.9,0.34,2,38,142,12.9,7
5.9,0.3,2,38,142,12.9,7
7,0.15,13.3,46,120,9.5,7
7.9,0.37,2.85,5,24,11.9,6
7.2,0.35,5.6,23,120,10.3,7
7.2,0.32,5.6,23,120,10.3,7
7.6,0.1,1,33,93,11.2,6
6.2,0.25,3.2,32,150,12,6
7.1,0.31,1,21,144,9.6,5
7.6,0.18,7.1,29,110,9.2,6
8,0.17,2.4,52,119,12.9,6
7.2,0.19,11.2,46,149,9.3,6
7.6,0.32,9.5,15,136,12.1,6
7.1,0.31,1,21,144,9.6,5
6.6,0.21,1.8,35,128,11.2,6
7,0.16,2.6,28,98,11.2,7
8,0.17,2.4,52,119,12.9,6
6.6,0.24,8,56,187,9.2,5
7.2,0.19,11.2,46,149,9.3,6
7.6,0.18,7.1,29,110,9.2,6
6.9,0.3,3.3,26,124,9.3,6
6.2,0.28,10.3,26,108,10.7,6
6.9,0.31,1.2,20,166,9.8,6
6.7,0.23,1.6,28,143,10.3,6
6.2,0.28,10.3,26,108,10.7,6
5.7,0.23,9.65,26,121,11.3,6
6.5,0.22,16.4,36,182,8.8,6
7,0.18,1.5,16,104,10.8,5
6.9,0.31,1.2,20,166,9.8,6
6.9,0.3,3.3,26,124,9.3,6
6.5,0.46,5,15,72,11.5,7
6.5,0.23,16.3,43,133,8.8,5
6.5,0.23,16.3,43,133,8.8,5
6.5,0.23,16.3,43,133,8.8,5
6.6,0.26,6.5,68,201,9.4,6
6.7,0.26,6.4,64,200,9.4,6
7.5,0.28,10.2,59,209,9.6,6
6.5,0.23,16.3,43,133,8.8,5
6.8,0.23,7.4,56,189,9.3,6
7.8,0.25,13.7,66,184,8.9,5
7.8,0.25,13.7,66,184,8.9,5
5.6,0.2,1.3,25,155,10,5
6.4,0.21,7.4,47,182,9.1,5
6.8,0.23,7.4,56,189,9.3,6
6.8,0.24,7.45,59,188,9.4,6
7.8,0.25,7.2,46,179,10.1,6
7.8,0.25,13.7,66,184,8.9,5
6.8,0.16,10.4,59,143,10.8,6
5.2,0.28,1.1,18,69,10,6
7.5,0.18,6.5,53,160,10.9,6
7.5,0.26,4.6,29,92,12,7
8.2,0.37,13.9,22,171,9.3,5
7.6,0.4,5.2,32,101,12.3,7
7.5,0.26,1.7,29,129,10.4,6
7.5,0.18,6.5,53,160,10.9,6
6.9,0.23,16.4,62,153,10.5,5
5.3,0.2,3.6,22,91,9.8,6
6.5,0.17,1.5,34,121,10.5,6
6.5,0.35,12.4,86,213,9.9,6
6.5,0.29,1.7,24,79,11.4,7
6.8,0.3,6.2,41,190,9.2,5
7.9,0.51,6.2,30,173,9.7,5
7.9,0.51,2.6,13,135,10,5
6.5,0.29,1.7,24,79,11.4,7
7.1,0.29,9.3,50,141,10.3,6
6.5,0.35,12.4,86,213,9.9,6
6.5,0.17,1.5,34,121,10.5,6
7.4,0.2,9.1,29,95,9.8,7
6.9,0.615,12,24,131,9.3,5
6.8,0.32,4.8,25,100,12.4,7
6.3,0.2,12.3,54,145,9.3,6
6.9,0.615,12,24,131,9.3,5
8,0.23,2.7,49,165,9.5,6
6.7,0.27,3.6,9,45,10.5,6
6.7,0.27,3.6,9,45,10.5,6
6.7,0.44,4.3,19,99,12.8,7
7,0.34,1.8,44,142,10.8,6
7.3,0.26,11.8,48,127,10,6
5.8,0.17,1.8,96,170,11.8,8
7.3,0.26,11.8,48,127,10,6
5.8,0.17,1.8,96,170,11.8,8
6.8,0.17,1.4,38,108,12,6
7.1,0.43,6.6,15,138,12.6,6
5.8,0.315,1.55,15,70,11.9,8
5.9,0.17,0.7,5,28,10.6,5
6.6,0.34,6.4,47,240,9.2,5
8.6,0.33,11.8,42,240,10,6
5.6,0.12,4.3,18,97,9.2,5
5.8,0.13,5.1,19,103,9.3,6
7.7,0.18,5.8,25,144,10.2,6
7.7,0.16,5.9,25,148,10.2,6
6,0.26,1.3,51,154,8.7,5
7.3,0.32,1.4,8,163,10.7,5
7.7,0.3,1.2,4,119,12.1,6
7.9,0.16,7.4,58,152,9.5,6
6.4,0.27,10.8,17,118,11.2,6
6.9,0.16,1.8,36,95,12,6
7.9,0.16,7.4,58,152,9.5,6
7.7,0.3,1.2,4,119,12.1,6
7.3,0.32,1.4,8,163,10.7,5
6.4,0.44,14.4,29,228,8.8,7
6.3,0.2,1.7,36,135,10.8,6
6.2,0.29,3.6,39,138,13.1,7
7.6,0.39,3.6,22,93,12.5,7
7,0.36,10.05,37,131,11.7,8
7,0.36,10.05,37,131,11.7,8
7,0.36,10.5,35,135,11.6,8
7.6,0.2,1.9,24,111,11.3,6
7.6,0.39,3.6,22,93,12.5,7
6.7,0.2,1.65,42,103,11.4,5
6.2,0.235,1.9,4,117,12.2,5
7.8,0.965,65.8,8,160,11.7,6
7.1,0.2,6.85,32,211,10.4,6
7.1,0.2,7.4,32,211,10.4,6
7.1,0.2,7.4,32,211,10.4,6
6.4,0.24,20.2,35,157,9.1,5
8,0.3,11,8,70,12.2,6
6.4,0.24,20.2,35,157,9.1,5
6.9,0.4,6.2,41,176,9.4,5
6.9,0.4,6.2,42,178,9.4,5
7.1,0.2,6.85,32,211,10.4,6
6.6,0.25,8,61,189,9.2,5
6.8,0.26,8.2,52,183,9.4,5
6.5,0.37,2.2,39,107,13.5,7
6.8,0.35,10.1,37,151,9.4,5
6.4,0.22,7.2,15,83,10.9,8
6.5,0.37,2.2,39,107,13.5,7
6.8,0.35,10.1,37,151,9.4,5
6.9,0.31,1.6,34,114,11.4,7
6.7,0.16,1.3,45,125,12.4,7
6.6,0.25,8,61,189,9.2,5
6.8,0.26,8.2,52,183,9.4,5
5.6,0.15,5.3,8,79,10.5,6
5.5,0.15,14,16,99,11.5,8
6.4,0.22,7.2,15,83,10.9,8
7.3,0.2,1.6,36,123,10.8,6
7.5,0.17,11.8,52,148,8.9,5
7.5,0.18,9.6,53,151,8.9,5
7,0.27,6.1,60,184,9.4,6
5.8,0.32,2.7,25,153,12.2,7
7.8,0.26,3.6,22,100,12.1,7
7.4,0.3,1.7,23,128,10.9,5
6.7,0.16,1.6,27,109,10.1,6
5.8,0.32,2.7,25,153,12.2,7
6.7,0.19,1,14,71,13,7
6.6,0.36,0.9,15,72,11,5
7.2,0.17,1.6,24,126,10.8,5
6.7,0.19,1,14,71,13,7
6,0.11,10.6,69,148,9.3,4
6,0.21,2,63,123,11.4,6
6.7,0.325,1.2,49,120,9.2,5
6.6,0.4,6.2,42,241,9.9,5
6.5,0.2,9.2,25,150,10.5,5
7.6,0.27,5,18,56,12.4,6
7.2,0.26,6.3,52,172,9.5,6
6.3,0.25,3.3,41,161,10.5,6
6.5,0.22,8,52,196,9.1,6
6.4,0.14,1.2,53,138,11.5,7
6.4,0.14,1.2,53,138,11.5,7
7.1,0.26,16.2,31,170,11.2,5
6.6,0.22,11.6,59,140,10.8,5
6.6,0.45,7.2,31,186,9.4,5
6.6,0.17,1.1,13,73,11,6
7.2,0.44,3.4,22,112,11.3,7
6.2,0.15,1.4,51,117,11.2,6
6.3,0.25,3.3,41,161,10.5,6
6.5,0.22,8,52,196,9.1,6
7.3,0.26,9.3,35,154,10.4,6
6.9,0.15,2.3,14,82,11.2,7
5.8,0.22,0.9,34,89,11.1,7
6.5,0.37,3.5,23,92,11.2,6
5.5,0.375,1.7,17,98,10.5,6
5.9,0.2,1.3,23,92,10,6
5.9,0.22,1.3,24,90,10,6
8,0.22,5.6,24,97,10.9,5
6.5,0.22,7.4,16,87,10.9,7
6.9,0.15,2.3,14,82,11.2,7
5.8,0.2,1,40,86,11.7,5
6.6,0.31,1.5,55,144,10,5
7.7,0.43,10,22,210,9.5,5
6.7,0.24,14.9,55,136,9,5
7.3,0.23,9.3,19,86,10,5
7.9,0.2,1,37,154,11.9,5
5.3,0.16,1,40,101,10.6,6
6.4,0.21,5.9,29,101,11,6
6.9,0.33,5,46,143,11.2,7
5.6,0.18,1.25,29,129,12,7
6.6,0.29,3.9,39,96,12.6,8
6.9,0.33,5,46,143,11.2,7
6.6,0.21,0.8,48,113,10.5,6
7.3,0.21,1,66,144,10.2,6
6.4,0.21,5.9,29,101,11,6
5.1,0.11,1.6,12,90,12.2,6
6.5,0.15,1.3,19,76,12.3,6
5.3,0.16,1,40,101,10.6,6
5.6,0.19,1.1,33,115,10.4,6
5.6,0.18,1.25,29,129,12,7
6.7,0.48,1.4,22,121,12.7,7
6.2,0.23,1.2,18,128,10.6,5
6,0.17,5,25,108,12.3,6
6.7,0.48,1.4,22,121,12.7,7
6.7,0.15,1.7,20,84,11.4,6
4.2,0.17,1.8,93,161,12,7
5.8,0.21,1.6,38,95,12.4,8
5.4,0.23,1.5,74,121,12.1,7
6.7,0.15,1.7,20,84,11.4,6
6.4,0.22,13.9,57,135,10.7,5
6.5,0.15,5.9,75,162,9.3,5
5.9,0.32,2.1,35,138,12.7,6
5.7,0.37,1.1,24,88,11.7,6
7.9,0.25,6.7,22,64,10.7,5
7.2,0.21,2.7,38,94,11.8,7
7,0.24,6.7,37,125,9.9,5
6.8,0.475,3.95,16,81,13.4,7
7,0.28,7.75,30,114,12.8,7
6.9,0.4,10.6,24,87,12.8,6
6.6,0.41,1.6,18,101,10.5,5
6.4,0.2,2.5,24,84,11.5,5
8.5,0.22,0.7,5,25,10.5,4
8.4,0.36,11.1,21,132,13,6
5.2,0.285,5.15,64,138,12.4,8
6.9,0.2,4.7,40,148,10.2,6
6.7,0.42,9.7,67,234,9,5
6.2,0.16,1.7,85,153,12,7
6.4,0.125,1.4,22,68,11.7,7
6.4,0.44,2,20,180,10,5
7,0.31,7.5,42,218,10.3,5
6.7,0.42,9.7,67,234,9,5
8.6,0.18,0.8,25,78,11.1,5
6.2,0.21,13.1,59,150,9,5
6.1,0.16,1.1,37,97,10.5,6
6.5,0.22,2.2,36,92,11.9,7
6.2,0.36,8.9,38,155,9.4,5
5.7,0.21,1.1,26,81,11.4,6
6.4,0.25,0.9,40,114,10.8,7
7.6,0.31,1.7,40,157,9.8,5
6.6,0.26,6.9,59,183,9.3,5
5.7,0.21,1.1,26,81,11.4,6
6.2,0.2,1,22,73,11.3,6
6.2,0.18,1,23,73,11.3,6
6.1,0.37,7.6,49,170,9.5,5
6.2,0.36,8.9,38,155,9.4,5
6.5,0.22,2.2,36,92,11.9,7
7.7,0.18,1.2,49,199,9.3,5
6.9,0.14,1,22,81,11.4,6
6.9,0.14,1,22,81,11.4,6
6,0.44,3.1,57,128,12.7,6
7.1,0.36,1.95,26,118,13.5,7
5.7,0.28,2.2,15,65,11.2,6
6.4,0.16,8.75,38,118,10.7,5
7.4,0.28,11.9,13,92,10.8,4
6.7,0.39,2.7,27,202,10.5,6
6.5,0.44,5.45,44,137,13,8
6.9,0.22,6.3,41,131,10.8,6
6.6,0.22,14.4,39,118,9.1,6
7.7,0.25,7.8,67,196,10.1,5
5.2,0.155,1.6,13,59,11.9,8
7,0.31,9.1,45,140,12,7
7,0.31,9.1,45,140,12,7
6.6,0.22,14.4,39,118,9.1,6
5.6,0.21,1.3,81,147,11.6,8
5.2,0.155,1.6,13,59,11.9,8
6.4,0.25,11.3,69,192,10.2,6
6.9,0.22,6.3,41,131,10.8,6
5.3,0.21,0.7,11,66,9.8,5
7.1,0.27,1.25,3,89,11.4,4
5.2,0.17,0.7,11,68,9.8,5
7.7,0.25,7.8,67,196,10.1,5
7,0.12,10.3,41,98,9.8,8
7,0.12,10.3,41,98,9.8,8
7.1,0.29,7.8,49,128,10.7,6
7.2,0.3,8.7,14,111,10.6,5
6.8,0.26,8.3,49,173,9.3,5
7,0.12,10.3,41,98,9.8,8
7.1,0.29,7.8,49,128,10.7,6
4.9,0.33,1.2,39,150,14,8
5.1,0.29,8.3,27,107,11,6
5.1,0.29,8.3,27,107,11,6
6.8,0.26,6.2,55,182,9.4,6
6,0.28,5,30,139,9,6
6,0.28,1.8,8,108,9,5
7.2,0.2,1.6,17,101,10,5
6.1,0.27,1.8,9,109,9,5
6,0.28,1.8,8,108,9,5
6.4,0.29,2.9,25,79,12.4,7
7.4,0.35,6,28,123,11.3,5
8.1,0.12,0.9,36,86,12,6
6.4,0.12,1.1,37,94,11.7,6
7.2,0.2,1.6,17,101,10,5
7.3,0.4,5.45,26,90,13.2,7
7.7,0.11,14.05,41,114,11,7
6.9,0.23,8,30,114,11,6
6.9,0.38,13.1,14,94,9.2,5
7.5,0.38,4.9,38,113,13,7
5.8,0.19,1.3,38,128,10.6,5
5.5,0.34,2.2,31,119,13,8
6.6,0.23,14.9,33,118,9,6
6.6,0.23,14.9,33,118,9,6
8.4,0.31,0.95,52,148,11.5,5
6.7,0.2,1.4,17,76,11,6
8.4,0.31,0.95,52,148,11.5,5
7.3,0.26,1.7,10,112,9.9,5
6.3,0.22,5.6,31,128,10.4,6
6.6,0.23,14.9,33,118,9,6
7.5,0.19,7.1,50,110,9.9,6
8,0.14,1.2,71,162,11,6
6.8,0.32,9.6,34,124,12.1,6
6.6,0.23,11.4,45,131,9.7,6
6.6,0.23,11.4,45,131,9.7,6
6.7,0.36,7.9,39,123,12.2,7
6.1,0.38,5,31,113,12.4,7
8.5,0.23,11.1,30,97,10.5,7
7,0.2,8,29,213,10.4,6
6,0.26,3.8,48,180,12,6
6.9,0.3,10.55,4,28,12.7,6
6.7,0.18,10.2,29,115,10.9,7
6.7,0.18,10.2,29,115,10.9,7
6.8,0.18,9.8,29,113,10.9,7
7.2,0.19,6.3,17,103,11.4,7
6.2,0.16,1.1,74,184,11,6
5,0.27,4.5,58,178,12.6,7
6.3,0.37,6.3,45,152,11.6,7
6.6,0.2,10.9,29,130,10.5,7
6.8,0.18,9.8,29,113,10.9,7
6.8,0.18,9.8,29,113,10.9,7
6.6,0.28,0.8,42,119,12.5,6
6.5,0.35,0.8,32,111,12.1,8
6.9,0.25,1.2,35,158,11.3,6
6,0.32,1.3,18,112,13.3,7
6.8,0.18,9.8,29,113,10.9,7
6.7,0.18,10.2,29,115,10.9,7
6.6,0.2,10.9,29,130,10.5,7
6.3,0.37,6.3,45,152,11.6,7
7.2,0.19,6.3,17,103,11.4,7
6.3,0.18,1.2,26,111,11,6
6.9,0.3,0.9,40,156,12.1,6
6.2,0.16,1.1,74,184,11,6
5,0.27,4.5,58,178,12.6,7
5,0.3,3.7,54,173,13,7
6.5,0.2,18.1,50,221,8.8,6
6.7,0.25,1.35,30.5,218,9.5,5
6.6,0.22,5.5,30,105,11.8,6
6.8,0.25,3.1,29,93,12.2,6
7,0.13,12.85,36,105,10.7,6
7,0.45,19.8,12,67,11,6
7.2,0.32,8.25,14,104,11.4,6
7,0.13,12.85,36,105,10.7,6
5.9,0.34,3.8,57,135,12,6
6.8,0.22,6.9,33,121,11.9,8
7.2,0.32,8.25,14,104,11.4,6
8.4,0.32,11.7,3,46,11.8,6
6.8,0.27,4.6,6,88,10.6,4
8,0.74,4,24,133,9.7,5
7,0.45,19.8,12,67,11,6
7,0.13,12.85,36,105,10.7,6
5.4,0.22,1.2,69,152,11,7
8.4,0.22,8.9,17,118,10.5,6
7.4,0.32,11.7,44,150,10.4,5
7.5,0.18,6.2,21,138,10.5,6
7.1,0.47,14.8,22,142,12,8
7.1,0.47,14.8,22,142,12,8
5.8,0.19,10.8,33,124,9.2,6
6.7,0.14,1.6,15,92,10.9,5
6.8,0.24,8.3,50,185,9.5,6
6.9,0.25,8.4,36,156,9.4,6
6,0.24,2.5,31,85,11.3,7
6.8,0.29,3.5,26,189,10.4,5
6.3,0.33,17.2,57,170,9.4,6
6.5,0.23,2.1,43,104,11.3,6
6.3,0.27,12.2,59,196,8.8,6
6.3,0.2,11.8,58,130,10.8,5
6.2,0.33,16.8,58,173,9.4,6
6.3,0.33,17.2,57,170,9.4,6
7.2,0.21,1.1,46,114,9.2,6
6,0.27,14.7,15,144,10.3,6
5.7,0.12,5.5,21,99,9.9,6
6.9,0.24,6.1,38,112,12.4,6
7.7,0.18,1.2,42,167,11.9,5
7.1,0.17,1.3,33,132,11.7,6
7.5,0.33,8.7,49,199,9.4,5
6.2,0.255,1.7,138.5,272,9.6,4
7.5,0.33,8.7,49,199,9.4,5
5.6,0.2,10.2,78,175,10.4,7
7.6,0.17,4.5,26,102,9.5,5
5.8,0.15,5.9,7,73,11.9,6
6.3,0.25,1.7,36,116,12.5,6
6.9,0.28,1.4,6,55,13.4,5
7.2,0.27,5.4,27,114,12.7,5
6.2,0.25,7.9,54,208,9.1,5
8.5,0.19,1.1,23,58,10.5,6
6.2,0.25,7,58,176,10.4,5
6.2,0.25,7,58,176,10.4,5
6.8,0.28,7.6,30,110,12.5,8
6.2,0.25,7,58,176,10.4,5
7.4,0.21,12.3,77,183,9,5
7,0.15,15.3,54,120,9.8,6
7.4,0.21,12.3,77,183,9,5
7.3,0.28,1.2,29,142,10.7,4
6.1,0.18,2.3,28,111,12.4,6
7,0.53,6.1,6,76,12.5,8
6.8,0.28,7.6,30,110,12.5,8
6.5,0.36,10.2,20,82,12.1,7
7.5,0.25,4.1,95,163,11.3,6
6.7,0.24,2.9,48,122,12,5
6.6,0.25,8.5,29,141,10.4,5
6.4,0.15,1.5,23,87,12.2,7
6.3,0.28,3.1,24,115,8.6,5
6.2,0.25,7.9,54,208,9.1,5
7.1,0.28,3.5,35,91,12.1,5
6.6,0.35,4.9,9,125,12,5
8.5,0.19,1.1,23,58,10.5,6
6.2,0.25,7,58,176,10.4,5
6,0.35,1.2,10,102,11.9,6
5.8,0.31,4.5,28,94,13.7,7
6.6,0.17,2.6,33,78,11.3,6
8.5,0.23,9.9,24,88,10.5,6
5.8,0.31,4.5,28,94,13.7,7
6.1,0.2,9.5,38,201,10.1,3
6.3,0.37,1.5,12,76,12.3,6
6.2,0.36,3.2,20,89,12,7
6.6,0.17,2.6,33,78,11.3,6
6.3,0.28,11.2,61,183,9.5,6
7.6,0.27,3.2,28,152,11.4,6
7,0.25,2.3,40,118,11.9,7
9.7,0.24,4.9,3,18,10,6
9.7,0.24,4.9,3,18,10,6
6.8,0.13,1.4,19,102,11.3,7
6.6,0.78,1.5,30,133,11.7,5
5.1,0.33,6.7,44,129,11,7
6.7,0.34,2.1,34,111,12.2,7
6.7,0.14,4.3,57,124,10.7,7
7,0.26,10.9,25,84,10.9,6
6.5,0.29,7,18,113,10.2,6
7,0.25,2.3,40,118,11.9,7
7.6,0.21,2.5,20,130,11.1,5
7.7,0.26,2.6,26,159,11.2,6
7.6,0.27,3.2,28,152,11.4,6
7.7,0.25,2.5,31,169,10.6,6
7.6,0.35,14.7,33,151,10.3,5
6.9,0.3,4.5,31,203,10.4,4
6.7,0.24,2.2,19,111,11.9,6
6.5,0.23,1.9,41,98,11.9,7
7.6,0.23,1.6,24,129,10.4,5
6.5,0.24,17.3,22,126,9.2,6
6.3,0.17,4.2,37,117,11.3,6
6.3,0.17,4.2,37,117,11.3,6
6.7,0.21,2.5,35,89,11,7
6.5,0.23,1.9,41,98,11.9,7
5.9,0.28,1.4,47,147,12.9,7
5.9,0.19,0.8,3,21,10.8,5
6.2,0.25,8,53,206,9.1,6
7.6,0.23,1.6,24,129,10.4,5
5.6,0.18,1.7,31,103,12.9,6
5.5,0.18,5.5,10,86,12.2,5
6.5,0.24,17.3,22,126,9.2,6
7.4,0.23,8.6,41,150,10.3,5
7.2,0.17,6.9,47,128,11,7
7.6,0.3,2.1,10,98,11,5
5,0.24,2.2,31,100,11.7,6
6.1,0.21,1.5,37,122,12,6
6.5,0.33,2.5,30,148,12.7,6
6.3,0.35,17.6,59,198,8.8,5
6.3,0.17,4.2,37,117,11.3,6
6.6,0.25,2.9,38,121,12.8,6
6.5,0.16,4.8,45,114,11.2,6
6.6,0.39,11.9,51,221,8.9,6
5.6,0.19,0.9,52,103,11.2,5
6.2,0.25,1.3,42,135,11.1,6
6.9,0.22,6.4,34,115,10.8,6
6.2,0.19,4.3,33,126,9.3,6
6.6,0.39,11.9,51,221,8.9,6
5.9,0.33,8.1,9,34,12.7,7
7.8,0.17,1.3,35,140,12,6
5.5,0.19,0.9,52,103,11.2,5
6.2,0.23,17.2,37,130,8.8,6
6.2,0.23,17.2,37,130,8.8,6
6.2,0.23,17.2,37,130,8.8,6
7.2,0.32,8.7,45,154,10.4,6
6.2,0.23,17.2,37,130,8.8,6
7.2,0.32,8.7,45,154,10.4,6
5.8,0.39,7.5,12,88,14,6
6.2,0.23,17.2,37,130,8.8,6
7.6,0.25,4.6,51,294,13.1,6
5.8,0.29,3.7,30,88,12.3,6
7.2,0.4,2.2,40,109,12.6,6
6.8,0.39,7.4,38,133,12,7
6.1,0.17,15.1,28,124,9.5,5
6.8,0.39,7.4,38,133,12,7
7.1,0.36,4.8,39,114,12.7,7
6.9,0.19,7.9,30,130,10.5,6
6.5,0.34,1,6,80,12.9,6
6.1,0.17,15.1,28,124,9.5,5
6.8,0.39,7.4,38,133,12,7
7.1,0.36,4.8,39,114,12.7,7
7.8,0.3,4.6,20,198,11.9,6
6.1,0.68,1.4,32,123,12,6
5.2,0.34,6.2,42,133,12.5,6
5.6,0.28,6.1,36,118,12.1,7
6.2,0.19,5.1,22,82,12.5,6
5.7,0.16,6.3,28,113,9.9,6
7.6,0.17,0.9,63,147,10.7,6
7.3,0.2,2.3,24,87,12,6
6.7,0.33,6.6,34,116,12.2,8
6.7,0.33,7.5,39,124,12.4,8
6.9,0.36,8.6,37,125,12.4,8
7.8,0.21,11.9,55,140,10.3,6
7.3,0.2,2.3,24,87,12,6
5.6,0.41,7.1,44,154,10.5,5
7.6,0.15,4.3,23,98,9.5,6
8.5,0.2,1.1,31,106,10.5,4
6.5,0.24,1,31,90,12.3,6
8.3,0.16,7.9,38,107,11.9,6
5.5,0.12,1,23,131,9.8,5
6.5,0.24,1,31,90,12.3,6
6.2,0.1,1,17,76,11.4,7
6.5,0.21,7.3,49,115,11,6
8.7,0.3,1.7,10,70,10.8,4
6.7,0.18,1.3,42,125,12.8,7
7,0.17,6.4,42,123,11,8
6.6,0.19,1.8,42,148,10.2,5
5.8,0.28,1.5,31,114,12.5,7
7.6,0.24,3.8,49,146,11.6,6
8.3,0.16,7.9,38,107,11.9,6
5.5,0.12,1,23,131,9.8,5
5.7,0.16,1.2,7,89,11,5
7,0.21,5.3,36,123,10.9,6
6.4,0.22,9.1,35,127,11,7
7.9,0.34,6.5,47,126,12.5,6
6.4,0.22,9.1,35,127,11,7
6.8,0.21,6.3,40,121,12,7
5.2,0.31,5.1,46,145,12.4,7
7.9,0.34,6.5,47,126,12.5,6
5.6,0.42,2.4,34,97,12.8,7
6.4,0.22,9.1,35,127,11,7
6.8,0.28,7.5,34,177,9.1,5
6.8,0.45,5,28,156,12.4,7
6.6,0.29,6.75,22,98,12.9,7
6.8,0.21,1.2,24,126,10.9,6
6.8,0.25,1.6,39,164,10.8,5
6.4,0.21,16.05,56,142,10.6,5
5.8,0.33,5,29,106,9,5
8.2,0.3,12.4,52,154,12,6
6.4,0.24,0.95,23,131,11.8,5
7.5,0.18,4.6,67,158,10.6,6
5.2,0.335,1.7,17,74,12.3,6
7.1,0.14,1,20,54,11.5,6
7.2,0.13,1.3,48,111,11.1,5
5.8,0.33,5,29,106,9,5
6.5,0.29,2.5,8,111,9.9,4
6.2,0.35,2.6,37,92,12.8,7
9,0.38,2.1,19,76,12.9,5
6.6,0.24,12.75,8,74,12.9,6
6.6,0.16,1.1,41,115,12,6
8.2,0.3,12.4,52,154,12,6
5.7,0.15,3.7,57,151,11.2,6
6.6,0.33,2.65,35,86,13.3,7
5.7,0.2,2.5,38,125,9.9,6
6.8,0.27,8.2,52,192,9.5,6
6.8,0.27,7.3,58,200,9.4,6
6.2,0.2,1.1,42,119,11,7
6.7,0.13,6.6,60,150,9.4,6
6.8,0.21,7,27,107,11.5,6
6.7,0.31,14.5,6,79,12.5,5
6.2,0.2,11.8,21,93,11.9,6
6.6,0.25,3,22,141,10.4,6
5.7,0.15,3.7,57,151,11.2,6
6.9,0.22,6,44,141,12.5,6
6.4,0.23,4.6,43,147,11,7
7.6,0.27,2.5,37,115,9.8,5
6.6,0.34,3.3,29,99,12.3,7
6.4,0.16,1,29,113,11,6
5.8,0.3,1.1,19,113,12.6,7
7,0.29,1.4,42,109,11.6,6
6.6,0.34,3.3,29,99,12.3,7
6.7,0.21,8.55,20,86,13.4,7
7.6,0.27,2.5,37,115,9.8,5
6.8,0.22,6.7,39,116,11.5,6
7.7,0.27,3.8,46,139,11.6,6
6.4,0.25,4.5,41,147,11.1,7
6.4,0.23,4.6,43,147,11,7
6.7,0.13,4.2,52,131,11.3,6
6.7,0.24,11.3,64,173,9.9,6
7.1,0.26,5.5,31,105,12.6,8
5.3,0.3,4.2,37,100,11.8,8
7.1,0.38,2.2,54,201,11.4,5
7.4,0.19,14.5,39,193,9.2,6
7.4,0.19,14.5,39,193,9.2,6
7.4,0.19,14.5,39,193,9.2,6
7.4,0.19,14.5,39,193,9.2,6
7.4,0.19,14.5,39,193,9.2,6
7.4,0.19,14.5,39,193,9.2,6
6.3,0.32,1.5,24,101,13,5
7.6,0.19,18.75,32,193,9.3,7
6.5,0.26,3.6,36,92,12.6,8
